AP_ICAO,AP_Name,AP_IATA,AP_Country,AP_LatLong,AP_Municipality,AP_Type,AP_AltitudeFt,AP_RunwayLenM,AP_Passengers,AP_MoreInfoLink,AP_URLHome
TFFF,Martinique AimÃ© CÃ©saire International Airport,FDF,MQ,"N143532,W0605947",Fort-de-France,A,16,3000,711822,https://en.wikipedia.org/wiki/Martinique_AimÃ©_CÃ©saire_International_Airport,http://www.martinique.aeroport.fr/
KMFE,McAllen Miller International Airport,MFE,US,"N261033,W0981419",Mc Allen,A,107,NULL,710448,https://en.wikipedia.org/wiki/McAllen_Miller_International_Airport,http://www.mcallenairport.com
WASR,Rendani Airport,MKW,ID,"S005330,E1340256",Manokwari-Papua Island,A,23,2004,708923,https://en.wikipedia.org/wiki/Rendani_Airport,NULL
FKKD,Douala International Airport,DLA,CM,"N040021,E0094310",Douala,A,33,2853,704765,https://en.wikipedia.org/wiki/Douala_International_Airport,NULL
SAWC,Comandante Armando Tola International Airport,FTE,AR,"S501649,W0720312",El Calafate,A,669,2649,701842,https://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport,NULL
MHTG,ToncontÃ­n International Airport,TGU,HN,"N140342,W0871301",Tegucigalpa,A,3297,2163,697925,https://en.wikipedia.org/wiki/ToncontÃ­n_International_Airport,http://www.interairports.hn/tnt.htm
HELX,Luxor International Airport,LXR,EG,"N254015,E0324223",Luxor,A,294,3000,697239,https://en.wikipedia.org/wiki/Luxor_International_Airport,NULL
NZNR,Hawke's Bay Airport,NPE,NZ,"S392806,E1765219",Napier,A,7,1750,697143,https://en.wikipedia.org/wiki/Hawke's_Bay_Airport,http://www.hawkesbay-airport.co.nz/
EPRZ,RzeszÃ³w-Jasionka Airport,RZE,PL,"N500636,E0220108",RzeszÃ³w,A,690,3200,693564,https://en.wikipedia.org/wiki/RzeszÃ³w-Jasionka_Airport,http://www.rzeszowairport.pl/?lang=en
MMTO,Toluca International Airport,TLC,MX,"N192013,W0993357",Toluca,A,8466,4310,691712,https://en.wikipedia.org/wiki/Toluca_International_Airport,NULL
VTST,Trang Airport,TST,TH,"N073031,E0993700",NULL,A,67,2100,691270,https://en.wikipedia.org/wiki/Trang_Airport,NULL
KTLH,Tallahassee International Airport,TLH,US,"N302348,W0842101",Tallahassee,A,81,2439,690808,https://en.wikipedia.org/wiki/Tallahassee_International_Airport,http://www.talgov.com/airport
WAMG,Jalaluddin Airport,GTO,ID,"N003814,E1225100",Gorontalo-Celebes Island,A,105,2700,686339,https://en.wikipedia.org/wiki/Jalaluddin_Airport,NULL
MMPB,Puebla International Airport,PBC,MX,"N190929,W0982217",Puebla,A,7361,3600,685583,https://en.wikipedia.org/wiki/Puebla_International_Airport,http://www.aeropuertopuebla.com
KAVL,Asheville Regional Airport,AVL,US,"N352620,W0823230",Asheville,A,2165,2439,685462,https://en.wikipedia.org/wiki/Asheville_Regional_Airport,http://www.flyavl.com
KDAB,Daytona Beach International Airport,DAB,US,"N291105,W0810338",Daytona Beach,A,33,3200,684990,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,http://flydaytonafirst.com/
ZBHD,Handan Airport,HDG,CN,"N363126,E1142548",Handan,A,NULL,2200,684081,https://en.wikipedia.org/wiki/Handan_Airport,NULL
LTAY,Denizli Ã‡ardak Airport,DNZ,TR,"N374708,E0294204",Denizli,A,2795,3000,684012,https://en.wikipedia.org/wiki/Denizli_Ã‡ardak_Airport,http://cardak.dhmi.gov.tr/
EGPK,Glasgow Prestwick Airport,PIK,GB,"N553034,W0043540",Glasgow,A,65,2986,681715,https://en.wikipedia.org/wiki/Glasgow_Prestwick_Airport,http://www.glasgowprestwick.com
MMTC,Francisco Sarabia International Airport,TRC,MX,"N253405,W1032440",TorreÃ³n,A,3688,2505,681551,https://en.wikipedia.org/wiki/Francisco_Sarabia_International_Airport,NULL
CYQM,Greater Moncton International Airport,YQM,CA,"N460658,W0644043",Moncton,A,232,NULL,681437,https://en.wikipedia.org/wiki/Greater_Moncton_International_Airport,http://www.gmia.ca/
FYWH,Hosea Kutako International Airport,WDH,NA,"S222912,E0172745",Windhoek,A,5640,4532,681317,https://en.wikipedia.org/wiki/Hosea_Kutako_International_Airport,NULL
LTCR,Mardin Airport,MQM,TR,"N371358,E0403826",Mardin,A,1729,2500,681010,https://en.wikipedia.org/wiki/Mardin_Airport,http://www.mardin.dhmi.gov.tr/havaalanlari/default.aspx?hv=30/
VILH,Kushok Bakula Rimpochee Airport,IXL,IN,"N340809,E0773247",Leh,A,10682,2752,676849,https://en.wikipedia.org/wiki/Kushok_Bakula_Rimpochee_Airport,http://airportsindia.org.in/allAirports/leh_generalinfo.jsp
VOBZ,Vijayawada Airport,VGA,IN,"N163200,E0804000",NULL,A,82,2286,675866,https://en.wikipedia.org/wiki/Vijayawada_Airport,NULL
EGHH,Bournemouth Airport,BOH,GB,"N504648,W0015033",Bournemouth,A,38,2271,674972,https://en.wikipedia.org/wiki/Bournemouth_Airport,http://www.bournemouthairport.com/
VABP,Raja Bhoj Airport,BHO,IN,"N231715,E0772015",Bhopal,A,1719,2750,674801,https://en.wikipedia.org/wiki/Raja_Bhoj_Airport,http://www.indiaairport.com/airports/bhopal/
VVCA,Chu Lai International Airport,VCL,VN,"N152422,E1084222",Dung Quat Bay,A,NULL,3050,673000,https://en.wikipedia.org/wiki/Chu_Lai_International_Airport,http://tsnairport.hochiminhcity.gov.vn/
FZAA,N'djili Airport,FIH,CD,"S042309,E0152641",Kinshasa,A,1027,4700,672347,https://en.wikipedia.org/wiki/N'djili_Airport,NULL
VTPP,Phitsanulok Airport,PHS,TH,"N164623,E1001655",Phitsanulok,A,154,3000,672084,https://en.wikipedia.org/wiki/Phitsanulok_Airport,NULL
RJNS,Shizuoka Airport,FSZ,JP,"N344746,E1381120",Makinohara / Shimada,A,433,2500,671582,https://en.wikipedia.org/wiki/Shizuoka_Airport,http://www.mtfuji-shizuokaairport.jp/english/index.html
SANT,Teniente General BenjamÃ­n Matienzo International Airport,TUC,AR,"S265027,W0650617",San Miguel de TucumÃ¡n,A,1495,2900,670075,https://en.wikipedia.org/wiki/Teniente_General_BenjamÃ­n_Matienzo_International_Airport,NULL
USNN,Nizhnevartovsk Airport,NJC,RU,"N605700,E0762900",Nizhnevartovsk,A,177,3200,669872,https://en.wikipedia.org/wiki/Nizhnevartovsk_Airport,http://www.nvavia.ru/
KAMA,Rick Husband Amarillo International Airport,AMA,US,"N351310,W1014222",Amarillo,A,3607,4115,669630,https://en.wikipedia.org/wiki/Rick_Husband_Amarillo_International_Airport,http://airport.amarillo.gov
RJCB,Tokachi-Obihiro Airport,OBO,JP,"N424400,E1431301",Obihiro,A,490,2500,669361,https://en.wikipedia.org/wiki/Tokachi-Obihiro_Airport,http://obihiro-airport.com/en/index.html
FQMA,Maputo International Airport,MPM,MZ,"S255515,E0323421",Maputo,A,145,3660,668706,https://en.wikipedia.org/wiki/Maputo_International_Airport,NULL
LIBP,Abruzzo Airport,PSR,IT,"N422614,E0141114",Pescara,A,48,2419,666672,https://en.wikipedia.org/wiki/Abruzzo_Airport,http://www.abruzzo-airport.it/eng/index.php
SCSE,La Florida Airport (Chile),LSC,CL,"S295458,W0711158",La Serena-Coquimbo,A,481,1938,662999,https://en.wikipedia.org/wiki/La_Florida_Airport_(Chile),NULL
WAOI,Iskandar Airport,PKN,ID,"S024218,E1114023",Pangkalanbun-Borneo Island,A,75,2120,662245,https://en.wikipedia.org/wiki/Iskandar_Airport,NULL
KSBN,South Bend International Airport,SBN,US,"N414230,W0861902",South Bend,A,799,NULL,659914,https://en.wikipedia.org/wiki/South_Bend_International_Airport,http://www.flysbn.com/
KSBA,Santa Barbara Municipal Airport,SBA,US,"N342534,W1195024",Santa Barbara,A,13,1845,659502,https://en.wikipedia.org/wiki/Santa_Barbara_Municipal_Airport,http://www.flysba.com/
OICC,Kermanshah Airport,KSH,IR,"N342045,E0470929",Kermanshah,A,4301,3419,659148,https://en.wikipedia.org/wiki/Kermanshah_Airport,http://kermanshah.airport.ir
RJOH,Miho-Yonago Airport,YGJ,JP,"N352936,E1331420",Yonago,A,13,2500,658823,https://en.wikipedia.org/wiki/Miho-Yonago_Airport,NULL
UHPP,Petropavlovsk-Kamchatsky Airport,PKC,RU,"N531004,E1582714",Petropavlovsk-Kamchatsky,A,131,2500,658689,https://en.wikipedia.org/wiki/Petropavlovsk-Kamchatsky_Airport,http://www.airport-pkc.ru/
NZPM,Palmerston North Airport,PMR,NZ,"S401914,E1753701",NULL,A,151,1902,657515,https://en.wikipedia.org/wiki/Palmerston_North_Airport,http://www.pnairport.co.nz/
RJAH,Ibaraki Airport,IBR,JP,"N361054,E1402454",Omitama,A,107,2700,655668,https://en.wikipedia.org/wiki/Ibaraki_Airport,http://www.ibaraki-airport.net/en/index2.html
HESG,Sohag International Airport,HMB,EG,"N262024,E0314421",NULL,A,859,3000,654568,https://en.wikipedia.org/wiki/Sohag_International_Airport,NULL
KCRP,Corpus Christi International Airport,CRP,US,"N274613,W0973004",Corpus Christi,A,44,2288,651630,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,http://corpuschristiairport.com/
TLPL,Hewanorra International Airport,UVF,LC,"N134400,W0605709",Vieux Fort,A,14,2744,644837,https://en.wikipedia.org/wiki/Hewanorra_International_Airport,http://www.uvfairport.com/
EFRO,Rovaniemi Airport,RVN,FI,"N663342,E0254951",Rovaniemi,A,642,3002,644144,https://en.wikipedia.org/wiki/Rovaniemi_Airport,https://www.finavia.fi/en/rovaniemi/
GMMW,Nador International Airport,NDR,MA,"N345920,W0030142",Nador,A,574,3000,640122,https://en.wikipedia.org/wiki/Nador_International_Airport,http://www.airportnador.com
CYMM,Fort McMurray International Airport,YMM,CA,"N563912,W1111323",Fort McMurray,A,1211,NULL,639923,https://en.wikipedia.org/wiki/Fort_McMurray_International_Airport,http://flyymm.com/
FLKK,Kenneth Kaunda International Airport,LUN,ZM,"S151950,E0282709",NULL,A,3779,3962,639491,https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport,http://www.lun.aero/index.php?option=com_content&task=view&id=41&Itemid=86
KGCN,Grand Canyon National Park Airport,GCN,US,"N355708,W1120849",Grand Canyon,A,6609,2743,638412,https://en.wikipedia.org/wiki/Grand_Canyon_National_Park_Airport,http://www.azdot.gov/about/GrandCanyonAirport
MDST,Cibao International Airport,STI,DO,"N192422,W0703617",Santiago,A,565,2620,635218,https://en.wikipedia.org/wiki/Cibao_International_Airport,http://www.aeropuertocibao.com.do
GABS,Bamako-SÃ©nou International Airport,BKO,ML,"N123216,W0075635",Senou,A,1247,2706,628290,https://en.wikipedia.org/wiki/Bamako-SÃ©nou_International_Airport,http://www.aeroport-bamako.com/
MMSP,Ponciano Arriaga International Airport,SLP,MX,"N221516,W1005552",San Luis PotosÃ­,A,6035,3007,626512,https://en.wikipedia.org/wiki/Ponciano_Arriaga_International_Airport,NULL
KPSC,Tri-Cities Airport (Washington),PSC,US,"N461553,W1190708",Pasco,A,410,2348,625830,https://en.wikipedia.org/wiki/Tri-Cities_Airport_(Washington),NULL
RPLP,Legazpi Airport,LGP,PH,"N130925,E1234446",Legazpi City,A,66,2280,621474,https://en.wikipedia.org/wiki/Legazpi_Airport,NULL
ENHD,Haugesund Airport KarmÃ¸y,HAU,NO,"N592036,E0051245",KarmÃ¸y,A,87,2120,620820,https://en.wikipedia.org/wiki/Haugesund_Airport_KarmÃ¸y,https://avinor.no/en/airport/haugesund-airport
SPRU,FAP Captain Carlos MartÃ­nez de Pinillos International Airport,TRU,PE,"S080453,W0790631",Trujillo,A,106,3024,618798,https://en.wikipedia.org/wiki/FAP_Captain_Carlos_MartÃ­nez_de_Pinillos_International_Airport,NULL
YBAS,Alice Springs Airport,ASP,AU,"S234825,E1335407",Alice Springs,A,1789,2438,618493,https://en.wikipedia.org/wiki/Alice_Springs_Airport,http://www.alicespringsairport.com.au
UNTT,Bogashevo Airport,TOF,RU,"N562312,E0851238",Tomsk,A,597,2500,617717,https://en.wikipedia.org/wiki/Bogashevo_Airport,http://tomskairport.ru/
SBPJ,Palmas Airport,PMW,BR,"S101724,W0482128",Palmas,A,774,2500,617207,https://en.wikipedia.org/wiki/Palmas_Airport,http://www.infraero.com.br/index.php/br/aeroportos/tocantins/aeroporto-de-palmas.html
KPIA,General Wayne A. Downing Peoria International Airport,PIA,US,"N403951,W0894136",Peoria,A,661,NULL,614378,https://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport,http://www.flypia.com/
KMFR,Rogue Valley International-Medford Airport,MFR,US,"N422227,W1225226",Medford,A,1335,NULL,612900,https://en.wikipedia.org/wiki/Rogue_Valley_International-Medford_Airport,http://www.co.jackson.or.us/SectionIndex.asp?SectionID=5
FVHA,Harare International Airport,HRE,ZW,"S175554,E0310534",Harare,A,4887,4725,612208,https://en.wikipedia.org/wiki/Harare_International_Airport,NULL
FMMI,Ivato International Airport,TNR,MG,"S184749,E0472844",Antananarivo,A,4198,3100,611175,https://en.wikipedia.org/wiki/Ivato_International_Airport,http://antananarivoairport.com/
OIAA,Abadan Airport,ABD,IR,"N302155,E0481359",Abadan,A,7,3101,610739,https://en.wikipedia.org/wiki/Abadan_Airport,NULL
UUOO,Voronezh International Airport,VOZ,RU,"N514854,E0391348",Voronezh,A,515,2600,606289,https://en.wikipedia.org/wiki/Voronezh_International_Airport,http://voronezhavia.ru/
KABE,Lehigh Valley International Airport,ABE,US,"N403908,W0752625",Allentown,A,393,2316,603938,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,http://www.flylvia.com/
LDZD,Zadar Airport,ZAD,HR,"N440630,E0152048",Zadar,A,289,2500,603819,https://en.wikipedia.org/wiki/Zadar_Airport,http://www.zadar-airport.hr/en/
LFBP,Pau PyrÃ©nÃ©es Airport,PUF,FR,"N432248,W0002507",Pau/PyrÃ©nÃ©es (Uzein),A,616,2500,599907,https://en.wikipedia.org/wiki/Pau_PyrÃ©nÃ©es_Airport,NULL
OIBB,Bushehr Airport,BUZ,IR,"N285641,E0505005",Bushehr,A,68,4470,599891,https://en.wikipedia.org/wiki/Bushehr_Airport,http://booshehr.airport.ir/
SCAT,Desierto de Atacama Airport,CPO,CL,"S271540,W0704645",Copiapo,A,670,2200,597841,https://en.wikipedia.org/wiki/Desierto_de_Atacama_Airport,NULL
KMSO,Missoula International Airport,MSO,US,"N465459,W1140528",Missoula,A,3206,2896,596506,https://en.wikipedia.org/wiki/Missoula_International_Airport,http://flymissoula.com/about-mso/
SPCL,FAP Captain David Abensur Rengifo International Airport,PCL,PE,"S082240,W0743427",Pucallpa,A,513,2800,594935,https://en.wikipedia.org/wiki/FAP_Captain_David_Abensur_Rengifo_International_Airport,http://www.corpac.gob.pe/Main.asp?T=4175
RKJY,Yeosu Airport,RSU,KR,"N345032,E1273701",Yeosu,A,53,2100,592509,https://en.wikipedia.org/wiki/Yeosu_Airport,http://yeosu.airport.co.kr/eng/index.jsp
UWKE,Begishevo Airport,NBC,RU,"N553348,E0520542",Nizhnekamsk,A,643,2489,587361,https://en.wikipedia.org/wiki/Begishevo_Airport,http://nbc.aero/
KGRB,Austin Straubel International Airport,GRB,US,"N442905,W0880747",Green Bay,A,695,2347,585736,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,http://www.flygrb.com/
KCHA,Chattanooga Metropolitan Airport,CHA,US,"N350207,W0851214",Chattanooga,A,683,2256,585660,https://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,http://www.chattairport.com/
LQTZ,Tuzla International Airport,TZL,BA,"N442731,E0184329",Tuzla,A,765,2485,584589,https://en.wikipedia.org/wiki/Tuzla_International_Airport,http://www.tuzla-airport.ba/
LGPZ,Aktion National Airport,PVK,GR,"N385532,E0204555",Preveza/Lefkada,A,11,2871,583666,https://en.wikipedia.org/wiki/Aktion_National_Airport,NULL
ZBXH,Xilinhot Airport,XIL,CN,"N435500,E1155750",Xilinhot,A,NULL,2800,582194,https://en.wikipedia.org/wiki/Xilinhot_Airport,NULL
VYMD,Mandalay International Airport,MDL,MM,"N214208,E0955841",Mandalay,L,300,4268,580000,https://en.wikipedia.org/wiki/Mandalay_International_Airport,NULL
MMCZ,Cozumel International Airport,CZM,MX,"N203054,W0865544",Cozumel,A,15,2700,579719,https://en.wikipedia.org/wiki/Cozumel_International_Airport,NULL
EPSC,"""Solidarity"" Szczecin-GoleniÃ³w Airport",SZZ,PL,"N533505,E0145408",Goleniow,A,154,2500,578691,https://en.wikipedia.org/wiki/%22Solidarity%22_Szczecin-GoleniÃ³w_Airport,http://www.airport.com.pl/
LTAR,Sivas Airport,VAS,TR,"N394600,E0370100",Sivas,A,5222,3810,578227,https://en.wikipedia.org/wiki/Sivas_Airport,http://sivas.dhmi.gov.tr/
SBIL,IlhÃ©us Jorge Amado Airport,IOS,BR,"S144854,W0390200",IlhÃ©us,A,13,1577,576718,https://en.wikipedia.org/wiki/IlhÃ©us_Jorge_Amado_Airport,http://www.infraero.com.br/index.php/br/aeroportos/bahia/aeroporto-de-ilheus.html
KMOB,Mobile Regional Airport,MOB,US,"N304129,W0881434",Mobile,A,219,NULL,576418,https://en.wikipedia.org/wiki/Mobile_Regional_Airport,http://www.mobairport.com/
RJNT,Toyama Airport,TOY,JP,"N363854,E1371117",Toyama,A,127,2000,574950,https://en.wikipedia.org/wiki/Toyama_Airport,http://www.toyama-airport.co.jp/english/index.html
ZBUL,Ulanhot,HLH,CN,NULL,Ulanhot,A,NULL,NULL,573856,NULL,NULL
SAVC,General Enrique Mosconi International Airport,CRD,AR,"S454707,W0672756",Comodoro Rivadavia,A,190,2810,573579,https://en.wikipedia.org/wiki/General_Enrique_Mosconi_International_Airport,http://www.aa2000.com.ar
LTCF,Kars Harakani Airport,KSY,TR,"N403344,E0430654",Kars,A,5889,3500,572891,https://en.wikipedia.org/wiki/Kars_Harakani_Airport,http://kars.dhmi.gov.tr/
SYCJ,Cheddi Jagan International Airport,GEO,GY,"N062954,W0581514",Georgetown,A,95,2270,572439,https://en.wikipedia.org/wiki/Cheddi_Jagan_International_Airport,http://www.cjairport-gy.com/
RKPU,Ulsan Airport,USN,KR,"N353536,E1292107",Ulsan,A,45,2000,571429,https://en.wikipedia.org/wiki/Ulsan_Airport,http://www.airport.co.kr/mbs/ulsaneng/
LXGB,Gibraltar International Airport,GIB,GI,"N360904,W0052059",Gibraltar,A,15,1680,571184,https://en.wikipedia.org/wiki/Gibraltar_International_Airport,http://www.gibraltarairport.gi
VVTX,Tho Xuan Airport,THD,VN,"N195406,E1052805",NULL,A,73,3200,570713,https://en.wikipedia.org/wiki/Tho_Xuan_Airport,NULL
SPHI,FAP Captain JosÃ© Abelardo QuiÃ±ones GonzÃ¡les International Airpor,CIX,PE,"S064714,W0794941",Chiclayo,A,97,2519,570385,https://en.wikipedia.org/wiki/FAP_Captain_JosÃ©_Abelardo_QuiÃ±ones_GonzÃ¡les_International_Airport,NULL
KRAP,Rapid City Regional Airport,RAP,US,"N440243,W1030325",Rapid City,A,3204,2652,568252,https://en.wikipedia.org/wiki/Rapid_City_Regional_Airport,http://www.rcgov.org/Airport/
SBMQ,MacapÃ¡ International Airport,MCP,BR,"N000303,W0510413",MacapÃ¡,A,56,2100,567826,https://en.wikipedia.org/wiki/MacapÃ¡_International_Airport,http://www.infraero.com.br/index.php/br/aeroportos/amapa/aeroporto-internacional-de-macapa.html
MMZH,Ixtapa-Zihuatanejo International Airport,ZIH,MX,"N173605,W1012736",Ixtapa,A,26,2500,566497,https://en.wikipedia.org/wiki/Ixtapa-Zihuatanejo_International_Airport,http://www.ixtapa-zihuatanejo.com
URWA,Narimanovo Airport,ASF,RU,"N461700,E0480023",Astrakhan,A,-65,2500,565517,https://en.wikipedia.org/wiki/Narimanovo_Airport,http://airport.astrakhan.ru/
SCAR,Chacalluta International Airport,ARI,CL,"S182054,W0702019",Arica,A,167,2170,565204,https://en.wikipedia.org/wiki/Chacalluta_International_Airport,NULL
VASU,Surat Airport,STV,IN,"N210704,E0724443",NULL,A,16,2250,555738,https://en.wikipedia.org/wiki/Surat_Airport,http://www.aai.aero
ZUWX,Wanzhou Wuqiao Airport,WXN,CN,"N304752,E1082552",Wanxian,A,1860,2400,550727,https://en.wikipedia.org/wiki/Wanzhou_Wuqiao_Airport,NULL
CYZF,Yellowknife Airport,YZF,CA,"N622747,W1142624",Yellowknife,A,675,NULL,550000,https://en.wikipedia.org/wiki/Yellowknife_Airport,http://www.dot.gov.nt.ca/_live/pages/wpPages/YZF_Profile.aspx
KJAC,Jackson Hole Airport,JAC,US,"N433626,W1104417",Jackson,A,6451,1920,548686,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,http://www.jacksonholeairport.com
GMFO,Angads Airport,OUD,MA,"N344714,W0015526",Oujda,A,1535,3000,546245,https://en.wikipedia.org/wiki/Angads_Airport,NULL
KCRW,Yeager Airport,CRW,US,"N382233,W0813535",Charleston,A,947,2073,545802,https://en.wikipedia.org/wiki/Yeager_Airport,http://www.yeagerairport.com/
KAGS,Augusta Regional Airport,AGS,US,"N332212,W0815752",Augusta,A,144,2438,541594,https://en.wikipedia.org/wiki/Augusta_Regional_Airport,http://www.augustaregionalairport.com/
KATW,Appleton International Airport,ATW,US,"N441715,W0882230",Appleton,A,918,2439,541266,https://en.wikipedia.org/wiki/Appleton_International_Airport,http://www.atwairport.com
KSHV,Shreveport Regional Airport,SHV,US,"N322648,W0934932",Shreveport,A,258,2545,540790,https://en.wikipedia.org/wiki/Shreveport_Regional_Airport,http://www.flyshreveport.com/
HTZA,Abeid Amani Karume International Airport,ZNZ,TZ,"S061320,E0391330",Zanzibar,A,54,3007,539202,https://en.wikipedia.org/wiki/Abeid_Amani_Karume_International_Airport,NULL
KBGR,Bangor International Airport,BGR,US,"N444826,W0684941",Bangor,A,192,3487,538026,https://en.wikipedia.org/wiki/Bangor_International_Airport,http://www.flybangor.com/
EGSH,Norwich International Airport,NWI,GB,"N524033,E0011658",Norwich,A,117,1841,536578,https://en.wikipedia.org/wiki/Norwich_International_Airport,http://www.norwichairport.co.uk
SBJU,Juazeiro do Norte Airport,JDO,BR,"S071306,W0391618",Juazeiro Do Norte,A,1392,1800,534713,https://en.wikipedia.org/wiki/Juazeiro_do_Norte_Airport,http://www.infraero.gov.br/index.php/br/aeroportos/ceara/aeroporto-de-juazeiro-do-norte.html
OIZH,Zahedan Airport,ZAH,IR,"N292833,E0605422",Zahedan,A,4564,4265,532717,https://en.wikipedia.org/wiki/Zahedan_Airport,http://zahedan.airport.ir/
KHRL,Valley International Airport,HRL,US,"N261222,W0973918",Harlingen,A,36,NULL,527520,https://en.wikipedia.org/wiki/Valley_International_Airport,http://www.flythevalley.com/
